algorithm,threads,n,alphabet,time,cache-misses
prs,7,100000000,256,9.803027,14804423
prs,8,100000000,256,9.575792,15054786
prs,9,100000000,256,9.525042,15122630
prs,10,100000000,256,9.618887,14940797
prs,11,100000000,256,9.793875,15239325
prs,12,100000000,256,9.941959,15232102
pqs,1,100000000,2046,16.661377,8607469
pqs,2,100000000,2046,9.025917,8702815
pqs,3,100000000,2046,6.695155,8932086
pqs,4,100000000,2046,5.531749,9065697
pqs,5,100000000,2046,4.930570,9195326
pqs,6,100000000,2046,4.615235,9273341
pqs,7,100000000,2046,4.502423,9407444
pqs,8,100000000,2046,4.059626,9491472
pqs,9,100000000,2046,4.110925,9649753
pqs,10,100000000,2046,3.981210,9685380
pqs,11,100000000,2046,3.877612,9735923
pqs,12,100000000,2046,3.783006,9794212
pqs,1,100000000,2046,16.749059,8718771
pqs,2,100000000,2046,9.064003,8707322
pqs,3,100000000,2046,6.679953,8882077
pqs,4,100000000,2046,5.856002,9222512
pqs,5,100000000,2046,4.949768,9184785
pqs,6,100000000,2046,4.567142,9283531
pqs,7,100000000,2046,4.470313,9390312
pqs,8,100000000,2046,4.229646,9473507
pqs,9,100000000,2046,4.120308,9628850
pqs,10,100000000,2046,3.966897,9656813
pqs,11,100000000,2046,3.883031,9763985
pqs,12,100000000,2046,3.789141,9818554
pqs,1,100000000,2046,16.644032,8619286
pqs,2,100000000,2046,9.063191,8709601
pqs,3,100000000,2046,6.707681,8908479
pqs,4,100000000,2046,5.553942,9090182
pqs,5,100000000,2046,4.963722,9208522
pqs,6,100000000,2046,4.782891,9317798
pqs,7,100000000,2046,4.296390,9394485
pqs,8,100000000,2046,4.107607,9516029
pqs,9,100000000,2046,4.096927,9573167
pqs,10,100000000,2046,3.994735,9658732
pqs,11,100000000,2046,3.885930,9775327
pqs,12,100000000,2046,3.793113,9798523
pms,1,100000000,2046,29.141668,51269925
pms,2,100000000,2046,14.748500,53880476
pms,3,100000000,2046,10.027496,53637197
pms,4,100000000,2046,7.623056,54455594
pms,5,100000000,2046,6.276167,56995395
pms,6,100000000,2046,5.363445,58968945
pms,7,100000000,2046,4.662879,61766043
pms,8,100000000,2046,4.122836,62206457
pms,9,100000000,2046,3.748449,63681601
pms,10,100000000,2046,3.408559,64925972
pms,11,100000000,2046,3.160914,67591226
pms,12,100000000,2046,2.914611,68478613
pms,1,100000000,2046,29.605665,55718562
pms,2,100000000,2046,14.760567,53971491
pms,3,100000000,2046,10.011237,53742495
pms,4,100000000,2046,7.626418,55060804
pms,5,100000000,2046,6.277711,56989614
pms,6,100000000,2046,5.371462,59354671
pms,7,100000000,2046,4.672796,62316053
pms,8,100000000,2046,4.181645,63591341
pms,9,100000000,2046,3.777812,66470879
pms,10,100000000,2046,3.399557,64812655
pms,11,100000000,2046,3.155051,65420979
pms,12,100000000,2046,2.901710,67256615
pms,1,100000000,2046,29.163049,51238755
pms,2,100000000,2046,14.727265,53354366
pms,3,100000000,2046,10.097637,54566383
pms,4,100000000,2046,7.611262,54818012
pms,5,100000000,2046,6.309527,57452147
pms,6,100000000,2046,5.360808,58772479
pms,7,100000000,2046,4.644743,60709173
pms,8,100000000,2046,4.236233,61648624
pms,9,100000000,2046,3.743700,64631349
pms,10,100000000,2046,3.452472,66760508
pms,11,100000000,2046,3.161968,67886570
pms,12,100000000,2046,2.903198,67931056
pcs,1,100000000,2046,3.239206,23228535
pcs,2,100000000,2046,4.383434,125912169
pcs,3,100000000,2046,2.771014,96483591
pcs,4,100000000,2046,2.158096,81682338
pcs,5,100000000,2046,2.159543,136818248
pcs,6,100000000,2046,1.852737,134943772
pcs,7,100000000,2046,1.466228,116562896
pcs,8,100000000,2046,1.299540,105548756
pcs,9,100000000,2046,1.197936,119382243
pcs,10,100000000,2046,1.116759,124415689
pcs,11,100000000,2046,1.054682,117950709
pcs,12,100000000,2046,0.997250,125766920
pcs,1,100000000,2046,3.104300,23195961
pcs,2,100000000,2046,4.381344,130557134
pcs,3,100000000,2046,2.914284,115125078
pcs,4,100000000,2046,2.146418,81344171
pcs,5,100000000,2046,2.156037,134199091
pcs,6,100000000,2046,1.846038,132293371
pcs,7,100000000,2046,1.495136,127035621
pcs,8,100000000,2046,1.315297,104492433
pcs,9,100000000,2046,1.163047,99198455
pcs,10,100000000,2046,1.137655,124452147
pcs,11,100000000,2046,1.055967,118832890
pcs,12,100000000,2046,1.015965,123189564
pcs,1,100000000,2046,3.226446,23232077
pcs,2,100000000,2046,4.391866,124695423
pcs,3,100000000,2046,2.802476,96552344
pcs,4,100000000,2046,2.171281,87170730
pcs,5,100000000,2046,2.087023,119582525
pcs,6,100000000,2046,1.833171,135896743
pcs,7,100000000,2046,1.467330,115034799
pcs,8,100000000,2046,1.330583,118155980
pcs,9,100000000,2046,1.194961,118415632
pcs,10,100000000,2046,1.138956,124661722
pcs,11,100000000,2046,1.064572,125548645
pcs,12,100000000,2046,1.061565,125567360
prs,1,100000000,2046,16.796172,13217948
prs,2,100000000,2046,11.732855,13336023
prs,3,100000000,2046,10.682413,13543529
prs,4,100000000,2046,9.418827,14135760
prs,5,100000000,2046,9.153439,14051927
prs,6,100000000,2046,9.381688,14077314
prs,7,100000000,2046,9.610108,14674404
prs,8,100000000,2046,9.095219,14478748
prs,9,100000000,2046,9.139920,14685147
prs,10,100000000,2046,9.286214,14607548
prs,11,100000000,2046,9.182035,14760271
prs,12,100000000,2046,9.156733,14723294
prs,1,100000000,2046,16.698425,13197163
prs,2,100000000,2046,11.695191,13328536
prs,3,100000000,2046,10.475416,13567425
prs,4,100000000,2046,9.624575,14176375
prs,5,100000000,2046,9.364333,14049421
prs,6,100000000,2046,9.541716,14056013
prs,7,100000000,2046,9.344353,14250810
prs,8,100000000,2046,8.940035,14439117
prs,9,100000000,2046,9.056753,14634182
prs,10,100000000,2046,9.071806,14521973
prs,11,100000000,2046,9.329675,14659480
prs,12,100000000,2046,9.298367,14772770
prs,1,100000000,2046,16.736402,13210120
prs,2,100000000,2046,11.926265,13407603
prs,3,100000000,2046,10.668703,13568345
prs,4,100000000,2046,9.634941,14131685
prs,5,100000000,2046,9.348750,14051166
prs,6,100000000,2046,9.330321,14151877
prs,7,100000000,2046,9.352248,14253362
prs,8,100000000,2046,9.089939,14491028
prs,9,100000000,2046,9.117269,14645815
prs,10,100000000,2046,9.350837,14760844
prs,11,100000000,2046,9.186201,14593405
prs,12,100000000,2046,9.294529,14767110
pqs,1,100000000,32768,22.158366,8786584
pqs,2,100000000,32768,11.694322,8773024
pqs,3,100000000,32768,8.436709,8968557
pqs,4,100000000,32768,7.000264,9270345
pqs,5,100000000,32768,5.982138,9244462
pqs,6,100000000,32768,5.565195,9372276
pqs,7,100000000,32768,5.103946,9494786
pqs,8,100000000,32768,4.814905,9669925
pqs,9,100000000,32768,4.577258,9750053
pqs,10,100000000,32768,4.424872,9831815
pqs,11,100000000,32768,4.184466,9883146
pqs,12,100000000,32768,4.146777,10020573
pqs,1,100000000,32768,22.065703,8643702
pqs,2,100000000,32768,11.693644,8778115
pqs,3,100000000,32768,8.412090,9003038
pqs,4,100000000,32768,6.813013,9149220
pqs,5,100000000,32768,5.994930,9278278
pqs,6,100000000,32768,5.595406,9361168
pqs,7,100000000,32768,5.096632,9487101
pqs,8,100000000,32768,4.757614,9605035
pqs,9,100000000,32768,4.545722,9646627
pqs,10,100000000,32768,4.377930,9825927
pqs,11,100000000,32768,4.356718,9920383
pqs,12,100000000,32768,4.144865,9989399
pqs,1,100000000,32768,22.038613,8795299
pqs,2,100000000,32768,11.739879,8793797
pqs,3,100000000,32768,8.430724,8964245
pqs,4,100000000,32768,7.018643,9328621
pqs,5,100000000,32768,5.987565,9306787
pqs,6,100000000,32768,5.569594,9348417
pqs,7,100000000,32768,5.102777,9445764
pqs,8,100000000,32768,4.756415,9595907
pqs,9,100000000,32768,4.559026,9740581
pqs,10,100000000,32768,4.375460,9883713
pqs,11,100000000,32768,4.258463,9932619
pqs,12,100000000,32768,4.144552,9988386
pms,1,100000000,32768,33.827968,30824307
pms,2,100000000,32768,17.051184,33169395
pms,3,100000000,32768,11.528490,33740588
pms,4,100000000,32768,9.104863,35939959
pms,5,100000000,32768,7.193384,36226824
pms,6,100000000,32768,6.158042,37722790
pms,7,100000000,32768,5.308089,38249875
pms,8,100000000,32768,4.669754,39101253
pms,9,100000000,32768,4.224633,39502927
pms,10,100000000,32768,3.864125,39813775
pms,11,100000000,32768,3.528203,40429466
pms,12,100000000,32768,3.246659,40807805
pms,1,100000000,32768,33.839458,30907932
pms,2,100000000,32768,17.062295,33571768
pms,3,100000000,32768,11.531552,33858661
pms,4,100000000,32768,8.736572,35431091
pms,5,100000000,32768,7.238428,37007913
pms,6,100000000,32768,6.128040,37772059
pms,7,100000000,32768,5.378831,38263162
pms,8,100000000,32768,4.674903,38697782
pms,9,100000000,32768,4.235275,39160829
pms,10,100000000,32768,3.864037,39735643
pms,11,100000000,32768,3.529477,40457764
pms,12,100000000,32768,3.257940,41187615
pms,1,100000000,32768,33.847762,30854162
pms,2,100000000,32768,17.059244,33615180
pms,3,100000000,32768,11.606664,35174834
pms,4,100000000,32768,8.737688,35407474
pms,5,100000000,32768,7.190582,35982655
pms,6,100000000,32768,6.121527,37409170
pms,7,100000000,32768,5.292778,38484445
pms,8,100000000,32768,4.666112,38958539
pms,9,100000000,32768,4.237886,39075767
pms,10,100000000,32768,3.823973,39911964
pms,11,100000000,32768,3.534539,40627110
pms,12,100000000,32768,3.254193,41150624
pcs,1,100000000,32768,5.829980,33293171
pcs,2,100000000,32768,6.075500,111577459
pcs,3,100000000,32768,3.914454,110372236
pcs,4,100000000,32768,2.066276,47208653
pcs,5,100000000,32768,2.480185,121599243
pcs,6,100000000,32768,2.309249,134222219
pcs,7,100000000,32768,2.230269,138074933
pcs,8,100000000,32768,2.091944,135258214
pcs,9,100000000,32768,1.959993,147406572
pcs,10,100000000,32768,1.836084,154253961
pcs,11,100000000,32768,1.862847,166830626
pcs,12,100000000,32768,1.786579,167918126
pcs,1,100000000,32768,5.992393,33305630
pcs,2,100000000,32768,5.564315,122542986
pcs,3,100000000,32768,3.880784,124365474
pcs,4,100000000,32768,3.111025,129968767
pcs,5,100000000,32768,2.490581,122206583
pcs,6,100000000,32768,2.330313,139905943
pcs,7,100000000,32768,2.187666,142792596
pcs,8,100000000,32768,2.098527,135049056
pcs,9,100000000,32768,1.937179,147432515
pcs,10,100000000,32768,1.860848,157369156
pcs,11,100000000,32768,1.857914,167133308
pcs,12,100000000,32768,1.786211,166452075
pcs,1,100000000,32768,6.090110,33892615
pcs,2,100000000,32768,5.509022,121499675
pcs,3,100000000,32768,3.906712,124894443
pcs,4,100000000,32768,2.985329,90435245
pcs,5,100000000,32768,2.520802,135200244
pcs,6,100000000,32768,2.328114,140678701
pcs,7,100000000,32768,2.269360,148005288
pcs,8,100000000,32768,2.074765,136924060
pcs,9,100000000,32768,1.930939,145280332
pcs,10,100000000,32768,1.869743,156525900
pcs,11,100000000,32768,1.815215,157630025
pcs,12,100000000,32768,1.808746,169397253
prs,1,100000000,32768,20.007585,12492363
prs,2,100000000,32768,12.616848,12434832
prs,3,100000000,32768,10.884018,12644545
prs,4,100000000,32768,9.334617,13102132
prs,5,100000000,32768,8.848402,13100988
prs,6,100000000,32768,8.929898,13124284
prs,7,100000000,32768,8.957427,13221510
prs,8,100000000,32768,8.558629,13518768
prs,9,100000000,32768,8.349400,13495196
prs,10,100000000,32768,8.526078,13563708
prs,11,100000000,32768,8.513909,13622954
prs,12,100000000,32768,8.443340,13818843
prs,1,100000000,32768,19.588517,12321337
prs,2,100000000,32768,12.627657,12454322
prs,3,100000000,32768,10.884990,12680729
prs,4,100000000,32768,9.788153,13160371
prs,5,100000000,32768,9.056213,13113107
prs,6,100000000,32768,8.911120,13143595
prs,7,100000000,32768,8.979335,13303163
prs,8,100000000,32768,8.467609,13415570
prs,9,100000000,32768,8.365892,13607582
prs,10,100000000,32768,8.640046,13638215
prs,11,100000000,32768,8.393732,13700822
prs,12,100000000,32768,8.329219,13777055
prs,1,100000000,32768,19.692177,12316754
prs,2,100000000,32768,12.799769,12504695
prs,3,100000000,32768,10.899878,12684732
prs,4,100000000,32768,9.344860,13071544
prs,5,100000000,32768,8.868184,13066814
prs,6,100000000,32768,8.923444,13135980
prs,7,100000000,32768,8.680378,13259531
prs,8,100000000,32768,8.474636,13484770
prs,9,100000000,32768,8.567422,13809145
prs,10,100000000,32768,8.531256,13641651
prs,11,100000000,32768,8.407590,13676581
prs,12,100000000,32768,8.330271,13795700
pqs,1,100000000,1048576,33.326896,8837113
pqs,2,100000000,1048576,17.278526,8836592
pqs,3,100000000,1048576,12.056412,9059616
pqs,4,100000000,1048576,9.772916,9207730
pqs,5,100000000,1048576,8.140752,9320159
pqs,6,100000000,1048576,7.227701,9371731
pqs,7,100000000,1048576,6.483923,9508638
pqs,8,100000000,1048576,6.070374,9640049
pqs,9,100000000,1048576,5.727006,9767134
pqs,10,100000000,1048576,5.433560,9870451
pqs,11,100000000,1048576,5.199417,9962681
pqs,12,100000000,1048576,4.922199,9996655
pqs,1,100000000,1048576,33.427081,8833312
pqs,2,100000000,1048576,17.250518,8817110
pqs,3,100000000,1048576,12.056466,9007948
pqs,4,100000000,1048576,9.467082,9156207
pqs,5,100000000,1048576,8.313936,9290219
pqs,6,100000000,1048576,7.397095,9411445
pqs,7,100000000,1048576,6.622775,9527848
pqs,8,100000000,1048576,6.077004,9644152
pqs,9,100000000,1048576,5.738547,9884009
pqs,10,100000000,1048576,5.470919,9850685
pqs,11,100000000,1048576,5.162657,9986241
pqs,12,100000000,1048576,4.945317,10013325
pqs,1,100000000,1048576,33.314835,8657969
pqs,2,100000000,1048576,17.261288,8817162
pqs,3,100000000,1048576,12.062781,9000923
pqs,4,100000000,1048576,9.791830,9329836
pqs,5,100000000,1048576,8.115057,9263284
pqs,6,100000000,1048576,7.487480,9516508
pqs,7,100000000,1048576,6.646132,9530916
pqs,8,100000000,1048576,6.180498,9708691
pqs,9,100000000,1048576,5.727904,9771099
pqs,10,100000000,1048576,5.387791,9795098
pqs,11,100000000,1048576,5.173251,9937852
pqs,12,100000000,1048576,4.948742,9994036
pms,1,100000000,1048576,37.869930,27729185
pms,2,100000000,1048576,18.903770,27555824
pms,3,100000000,1048576,12.784357,29048408
pms,4,100000000,1048576,9.908472,29495093
pms,5,100000000,1048576,7.966575,30201100
pms,6,100000000,1048576,6.754049,31069184
pms,7,100000000,1048576,5.824741,31576605
pms,8,100000000,1048576,5.128234,31889918
pms,9,100000000,1048576,4.663358,32239302
pms,10,100000000,1048576,4.241439,32619679
pms,11,100000000,1048576,3.874655,33044243
pms,12,100000000,1048576,3.558540,33628066
pms,1,100000000,1048576,37.566675,26496086
pms,2,100000000,1048576,18.889630,27435805
pms,3,100000000,1048576,12.782257,28968375
pms,4,100000000,1048576,9.651487,29457690
pms,5,100000000,1048576,7.953452,30494362
pms,6,100000000,1048576,6.767876,31068136
pms,7,100000000,1048576,5.815655,31389583
pms,8,100000000,1048576,5.133303,32064304
pms,9,100000000,1048576,4.644143,32406182
pms,10,100000000,1048576,4.249403,32849811
pms,11,100000000,1048576,3.884964,32745007
pms,12,100000000,1048576,3.560050,33229946
pms,1,100000000,1048576,37.944206,27703094
pms,2,100000000,1048576,18.896112,27451035
pms,3,100000000,1048576,12.755295,28621002
pms,4,100000000,1048576,9.649614,29630970
pms,5,100000000,1048576,7.971600,30503354
pms,6,100000000,1048576,6.750427,30764675
pms,7,100000000,1048576,5.828555,31375271
pms,8,100000000,1048576,5.213753,32026623
pms,9,100000000,1048576,4.643981,32257104
pms,10,100000000,1048576,4.219746,32677571
pms,11,100000000,1048576,3.880416,33186240
pms,12,100000000,1048576,3.560416,33368884
pcs,1,100000000,1048576,31.152505,396241503
pcs,2,100000000,1048576,23.700255,424052707
pcs,3,100000000,1048576,17.982090,441562730
pcs,4,100000000,1048576,16.183883,473043029
pcs,5,100000000,1048576,15.439778,479865586
pcs,6,100000000,1048576,14.847799,498296131
pcs,7,100000000,1048576,16.156951,535780341
pcs,8,100000000,1048576,15.771068,556085932
pcs,9,100000000,1048576,15.984416,594269627
pcs,10,100000000,1048576,16.396724,617098283
pcs,11,100000000,1048576,17.019945,658885269
pcs,12,100000000,1048576,18.569698,696021460
pcs,1,100000000,1048576,32.491817,419121809
pcs,2,100000000,1048576,24.627736,441098245
pcs,3,100000000,1048576,18.349455,447821790
pcs,4,100000000,1048576,16.159392,456592663
pcs,5,100000000,1048576,14.045786,463332466
pcs,6,100000000,1048576,15.330039,499241236
pcs,7,100000000,1048576,16.057536,536428898
pcs,8,100000000,1048576,15.920917,549487032
pcs,9,100000000,1048576,15.878075,599152831
pcs,10,100000000,1048576,17.104163,633401908
pcs,11,100000000,1048576,17.000389,665575398
pcs,12,100000000,1048576,18.040676,689054734
pcs,1,100000000,1048576,46.268378,417762134
pcs,2,100000000,1048576,24.729350,444913614
pcs,3,100000000,1048576,18.627700,449494994
pcs,4,100000000,1048576,14.683505,459967687
pcs,5,100000000,1048576,15.283172,482277567
pcs,6,100000000,1048576,14.814284,500955211
pcs,7,100000000,1048576,15.400236,537444395
pcs,8,100000000,1048576,16.326708,558076577
pcs,9,100000000,1048576,15.656397,596304888
pcs,10,100000000,1048576,16.713089,623284404
pcs,11,100000000,1048576,17.236083,664056584
pcs,12,100000000,1048576,18.416817,695110797
prs,1,100000000,1048576,23.463107,11176982
prs,2,100000000,1048576,13.944800,11342917
prs,3,100000000,1048576,11.079191,11522231
prs,4,100000000,1048576,9.672511,12042398
prs,5,100000000,1048576,8.657506,11912149
prs,6,100000000,1048576,8.563763,11974141
prs,7,100000000,1048576,8.268646,12236483
prs,8,100000000,1048576,7.706594,12259052
prs,9,100000000,1048576,7.591716,12565095
prs,10,100000000,1048576,7.370919,12415719
prs,11,100000000,1048576,7.493779,12592357
prs,12,100000000,1048576,7.296005,12647051
prs,1,100000000,1048576,23.624311,11346150
prs,2,100000000,1048576,13.834963,11429483
prs,3,100000000,1048576,11.164981,11525289
prs,4,100000000,1048576,9.277856,11942053
prs,5,100000000,1048576,8.676450,12014044
prs,6,100000000,1048576,8.009821,11939356
prs,7,100000000,1048576,8.273087,12093341
prs,8,100000000,1048576,7.532603,12339827
prs,9,100000000,1048576,7.692923,12688075
prs,10,100000000,1048576,7.459568,12478227
prs,11,100000000,1048576,7.418450,12480489
prs,12,100000000,1048576,7.298947,12583441
prs,1,100000000,1048576,23.469264,11330253
prs,2,100000000,1048576,13.959796,11329785
prs,3,100000000,1048576,11.045327,11494762
prs,4,100000000,1048576,9.258994,11870079
prs,5,100000000,1048576,8.861644,11995980
prs,6,100000000,1048576,8.627518,12096082
prs,7,100000000,1048576,8.272673,12141380
prs,8,100000000,1048576,7.841692,12250086
prs,9,100000000,1048576,7.536843,12323257
prs,10,100000000,1048576,7.370394,12354741
prs,11,100000000,1048576,7.411549,12683874
prs,12,100000000,1048576,7.300515,12565132
