algorithm,threads,n,alphabet,time,cache-misses
prs,8,100000,256,0.010914,24475
prs,9,100000,256,0.011197,32507
prs,10,100000,256,0.011128,34422
prs,11,100000,256,0.011273,26435
prs,12,100000,256,0.011967,34601
pqs,1,100000,2046,0.023999,8380
pqs,2,100000,2046,0.012685,16419
pqs,3,100000,2046,0.009096,15447
pqs,4,100000,2046,0.007406,17219
pqs,5,100000,2046,0.006994,20597
pqs,6,100000,2046,0.006414,20573
pqs,7,100000,2046,0.006462,24188
pqs,8,100000,2046,0.006096,27199
pqs,9,100000,2046,0.005529,29502
pqs,10,100000,2046,0.005823,29499
pqs,11,100000,2046,0.005387,32451
pqs,12,100000,2046,0.006185,33782
pqs,1,100000,2046,0.023974,8154
pqs,2,100000,2046,0.012688,21106
pqs,3,100000,2046,0.009112,16540
pqs,4,100000,2046,0.007369,13184
pqs,5,100000,2046,0.006859,23293
pqs,6,100000,2046,0.006882,18764
pqs,7,100000,2046,0.006288,20299
pqs,8,100000,2046,0.006819,28473
pqs,9,100000,2046,0.005588,30785
pqs,10,100000,2046,0.007032,26461
pqs,11,100000,2046,0.005757,34586
pqs,12,100000,2046,0.005865,34061
pqs,1,100000,2046,0.023988,7347
pqs,2,100000,2046,0.012739,13943
pqs,3,100000,2046,0.009105,11059
pqs,4,100000,2046,0.007375,19785
pqs,5,100000,2046,0.006763,18063
pqs,6,100000,2046,0.006067,19833
pqs,7,100000,2046,0.006035,19809
pqs,8,100000,2046,0.006373,32830
pqs,9,100000,2046,0.005913,32979
pqs,10,100000,2046,0.005900,28554
pqs,11,100000,2046,0.005473,35807
pqs,12,100000,2046,0.006185,33599
pms,1,100000,2046,0.028821,7308
pms,2,100000,2046,0.014560,9680
pms,3,100000,2046,0.010452,14940
pms,4,100000,2046,0.008140,26618
pms,5,100000,2046,0.006908,27472
pms,6,100000,2046,0.006463,29639
pms,7,100000,2046,0.006173,29289
pms,8,100000,2046,0.005175,44846
pms,9,100000,2046,0.004724,45293
pms,10,100000,2046,0.005111,46770
pms,11,100000,2046,0.005070,46257
pms,12,100000,2046,0.005278,51896
pms,1,100000,2046,0.028773,10999
pms,2,100000,2046,0.014520,21874
pms,3,100000,2046,0.010461,18942
pms,4,100000,2046,0.008160,24140
pms,5,100000,2046,0.007304,17497
pms,6,100000,2046,0.006198,29441
pms,7,100000,2046,0.005834,34263
pms,8,100000,2046,0.004737,34562
pms,9,100000,2046,0.004949,41111
pms,10,100000,2046,0.004875,37724
pms,11,100000,2046,0.005558,48754
pms,12,100000,2046,0.012156,48292
pms,1,100000,2046,0.028762,9899
pms,2,100000,2046,0.014480,17924
pms,3,100000,2046,0.010568,13082
pms,4,100000,2046,0.008060,26457
pms,5,100000,2046,0.007278,21057
pms,6,100000,2046,0.006694,23796
pms,7,100000,2046,0.006174,30627
pms,8,100000,2046,0.004973,35417
pms,9,100000,2046,0.005673,40455
pms,10,100000,2046,0.005586,29023
pms,11,100000,2046,0.004638,44712
pms,12,100000,2046,0.006333,48970
pcs,1,100000,2046,0.005364,14650
pcs,2,100000,2046,0.010219,116381
pcs,3,100000,2046,0.010467,107867
pcs,4,100000,2046,0.012619,159584
pcs,5,100000,2046,0.014578,178123
pcs,6,100000,2046,0.018028,238622
pcs,7,100000,2046,0.018674,249122
pcs,8,100000,2046,0.022068,298888
pcs,9,100000,2046,0.025142,388619
pcs,10,100000,2046,0.026741,456400
pcs,11,100000,2046,0.026778,475834
pcs,12,100000,2046,0.031261,634565
pcs,1,100000,2046,0.005344,8493
pcs,2,100000,2046,0.010050,130588
pcs,3,100000,2046,0.010457,113678
pcs,4,100000,2046,0.012984,167066
pcs,5,100000,2046,0.014512,186000
pcs,6,100000,2046,0.017313,256188
pcs,7,100000,2046,0.019782,240221
pcs,8,100000,2046,0.021918,291217
pcs,9,100000,2046,0.021454,254140
pcs,10,100000,2046,0.026303,437559
pcs,11,100000,2046,0.026900,484345
pcs,12,100000,2046,0.029224,604138
pcs,1,100000,2046,0.005284,16532
pcs,2,100000,2046,0.010873,147641
pcs,3,100000,2046,0.010819,121686
pcs,4,100000,2046,0.013891,141285
pcs,5,100000,2046,0.014938,189664
pcs,6,100000,2046,0.017844,243708
pcs,7,100000,2046,0.020032,268683
pcs,8,100000,2046,0.022480,322823
pcs,9,100000,2046,0.022522,303651
pcs,10,100000,2046,0.027585,465267
pcs,11,100000,2046,0.029203,510538
pcs,12,100000,2046,0.030066,600335
prs,1,100000,2046,0.019627,11189
prs,2,100000,2046,0.013698,18149
prs,3,100000,2046,0.012230,12496
prs,4,100000,2046,0.011122,16622
prs,5,100000,2046,0.011074,17881
prs,6,100000,2046,0.010473,23349
prs,7,100000,2046,0.010577,17888
prs,8,100000,2046,0.010327,23732
prs,9,100000,2046,0.010625,25630
prs,10,100000,2046,0.010448,28416
prs,11,100000,2046,0.010944,25593
prs,12,100000,2046,0.011509,26845
prs,1,100000,2046,0.019629,11721
prs,2,100000,2046,0.013688,10695
prs,3,100000,2046,0.012288,14182
prs,4,100000,2046,0.011053,15067
prs,5,100000,2046,0.010936,16673
prs,6,100000,2046,0.010579,24032
prs,7,100000,2046,0.010454,23305
prs,8,100000,2046,0.010933,20957
prs,9,100000,2046,0.010479,29220
prs,10,100000,2046,0.010842,29133
prs,11,100000,2046,0.010747,25057
prs,12,100000,2046,0.011626,33865
prs,1,100000,2046,0.019574,5452
prs,2,100000,2046,0.013670,16162
prs,3,100000,2046,0.012185,13211
prs,4,100000,2046,0.011082,16412
prs,5,100000,2046,0.010826,19144
prs,6,100000,2046,0.010426,25713
prs,7,100000,2046,0.011002,20679
prs,8,100000,2046,0.010879,25960
prs,9,100000,2046,0.010801,29671
prs,10,100000,2046,0.011245,24608
prs,11,100000,2046,0.011438,36654
prs,12,100000,2046,0.012593,30632
pqs,1,100000,32768,0.027875,8443
pqs,2,100000,32768,0.014905,16335
pqs,3,100000,32768,0.010573,13458
pqs,4,100000,32768,0.008642,17355
pqs,5,100000,32768,0.007616,15781
pqs,6,100000,32768,0.007004,22017
pqs,7,100000,32768,0.006963,23214
pqs,8,100000,32768,0.006919,33450
pqs,9,100000,32768,0.006282,36435
pqs,10,100000,32768,0.005864,31655
pqs,11,100000,32768,0.005960,32502
pqs,12,100000,32768,0.006142,38298
pqs,1,100000,32768,0.027919,10696
pqs,2,100000,32768,0.014750,16277
pqs,3,100000,32768,0.010630,11642
pqs,4,100000,32768,0.008570,12349
pqs,5,100000,32768,0.007480,17203
pqs,6,100000,32768,0.007206,17447
pqs,7,100000,32768,0.006913,27516
pqs,8,100000,32768,0.006842,26724
pqs,9,100000,32768,0.006547,30552
pqs,10,100000,32768,0.005852,28844
pqs,11,100000,32768,0.005434,32368
pqs,12,100000,32768,0.006187,33225
pqs,1,100000,32768,0.027918,11225
pqs,2,100000,32768,0.014761,14075
pqs,3,100000,32768,0.010621,12640
pqs,4,100000,32768,0.008539,16027
pqs,5,100000,32768,0.007513,19587
pqs,6,100000,32768,0.007708,19846
pqs,7,100000,32768,0.007020,20742
pqs,8,100000,32768,0.006493,23373
pqs,9,100000,32768,0.006105,26705
pqs,10,100000,32768,0.006492,29952
pqs,11,100000,32768,0.006413,26797
pqs,12,100000,32768,0.005662,27167
pms,1,100000,32768,0.030752,21596
pms,2,100000,32768,0.015598,10199
pms,3,100000,32768,0.011044,18059
pms,4,100000,32768,0.008773,23683
pms,5,100000,32768,0.007534,26450
pms,6,100000,32768,0.006695,29988
pms,7,100000,32768,0.005726,33194
pms,8,100000,32768,0.005715,34155
pms,9,100000,32768,0.006173,31411
pms,10,100000,32768,0.005902,38885
pms,11,100000,32768,0.005084,48954
pms,12,100000,32768,0.006187,45220
pms,1,100000,32768,0.030766,13773
pms,2,100000,32768,0.015632,18606
pms,3,100000,32768,0.011119,12456
pms,4,100000,32768,0.008844,19172
pms,5,100000,32768,0.007486,21275
pms,6,100000,32768,0.006942,31731
pms,7,100000,32768,0.006171,29329
pms,8,100000,32768,0.006003,36969
pms,9,100000,32768,0.005429,32546
pms,10,100000,32768,0.004932,39224
pms,11,100000,32768,0.007321,38789
pms,12,100000,32768,0.004653,45723
pms,1,100000,32768,0.030711,12976
pms,2,100000,32768,0.015542,7621
pms,3,100000,32768,0.011476,25194
pms,4,100000,32768,0.009062,23222
pms,5,100000,32768,0.007740,22801
pms,6,100000,32768,0.007181,24292
pms,7,100000,32768,0.006264,25556
pms,8,100000,32768,0.005120,30608
pms,9,100000,32768,0.005487,34189
pms,10,100000,32768,0.005720,39416
pms,11,100000,32768,0.004929,45713
pms,12,100000,32768,0.005038,47211
pcs,1,100000,32768,0.050289,49166
pcs,2,100000,32768,0.110376,687393
pcs,3,100000,32768,0.130529,764820
pcs,4,100000,32768,0.165217,1358282
pcs,5,100000,32768,0.195432,1525553
pcs,6,100000,32768,0.227900,1886393
pcs,7,100000,32768,0.284805,3653725
pcs,8,100000,32768,0.301600,3716938
pcs,9,100000,32768,0.354211,5580808
pcs,10,100000,32768,0.327109,4630723
pcs,11,100000,32768,0.411479,6025801
pcs,12,100000,32768,0.388168,6190285
pcs,1,100000,32768,0.048260,42851
pcs,2,100000,32768,0.116219,675533
pcs,3,100000,32768,0.128177,733444
pcs,4,100000,32768,0.120061,74249
pcs,5,100000,32768,0.193095,1618204
pcs,6,100000,32768,0.250464,2393142
pcs,7,100000,32768,0.248927,2232642
pcs,8,100000,32768,0.279494,3336112
pcs,9,100000,32768,0.367360,5691013
pcs,10,100000,32768,0.344756,5450884
pcs,11,100000,32768,0.384238,5152630
pcs,12,100000,32768,0.408418,6623903
pcs,1,100000,32768,0.049962,44479
pcs,2,100000,32768,0.114968,720659
pcs,3,100000,32768,0.123472,682430
pcs,4,100000,32768,0.171067,1311291
pcs,5,100000,32768,0.196565,1621209
pcs,6,100000,32768,0.200340,1399594
pcs,7,100000,32768,0.250964,2628742
pcs,8,100000,32768,0.318415,4602772
pcs,9,100000,32768,0.369527,5676578
pcs,10,100000,32768,0.325908,4620490
pcs,11,100000,32768,0.420832,6452737
pcs,12,100000,32768,0.430198,7720446
prs,1,100000,32768,0.025443,13651
prs,2,100000,32768,0.016316,14770
prs,3,100000,32768,0.013579,10819
prs,4,100000,32768,0.011737,16904
prs,5,100000,32768,0.011189,20694
prs,6,100000,32768,0.010353,18823
prs,7,100000,32768,0.010179,19794
prs,8,100000,32768,0.010055,24336
prs,9,100000,32768,0.010682,27521
prs,10,100000,32768,0.010151,34821
prs,11,100000,32768,0.011819,33126
prs,12,100000,32768,0.009980,29020
prs,1,100000,32768,0.025714,7560
prs,2,100000,32768,0.016153,12941
prs,3,100000,32768,0.013501,15040
prs,4,100000,32768,0.011679,21403
prs,5,100000,32768,0.011102,21056
prs,6,100000,32768,0.010880,27706
prs,7,100000,32768,0.010432,21498
prs,8,100000,32768,0.009938,21989
prs,9,100000,32768,0.010610,30067
prs,10,100000,32768,0.010540,27127
prs,11,100000,32768,0.010361,24971
prs,12,100000,32768,0.010984,31328
prs,1,100000,32768,0.025575,11765
prs,2,100000,32768,0.016018,15101
prs,3,100000,32768,0.013531,16217
prs,4,100000,32768,0.011769,18539
prs,5,100000,32768,0.010962,27478
prs,6,100000,32768,0.010711,27690
prs,7,100000,32768,0.010432,19145
prs,8,100000,32768,0.010140,22792
prs,9,100000,32768,0.010363,29992
prs,10,100000,32768,0.010125,26000
prs,11,100000,32768,0.011107,36410
prs,12,100000,32768,0.011767,39359
pqs,1,100000,1048576,0.028779,6026
pqs,2,100000,1048576,0.015281,16411
pqs,3,100000,1048576,0.010841,11361
pqs,4,100000,1048576,0.008810,18281
pqs,5,100000,1048576,0.007592,17666
pqs,6,100000,1048576,0.007200,25785
pqs,7,100000,1048576,0.007101,24713
pqs,8,100000,1048576,0.006645,27570
pqs,9,100000,1048576,0.006221,32433
pqs,10,100000,1048576,0.006186,34079
pqs,11,100000,1048576,0.004911,29365
pqs,12,100000,1048576,0.007008,45722
pqs,1,100000,1048576,0.028667,6973
pqs,2,100000,1048576,0.015146,8087
pqs,3,100000,1048576,0.010828,15809
pqs,4,100000,1048576,0.008954,17050
pqs,5,100000,1048576,0.007613,18804
pqs,6,100000,1048576,0.007393,27161
pqs,7,100000,1048576,0.006833,29151
pqs,8,100000,1048576,0.006790,29883
pqs,9,100000,1048576,0.006112,33180
pqs,10,100000,1048576,0.006809,28921
pqs,11,100000,1048576,0.007070,34161
pqs,12,100000,1048576,0.006294,30380
pqs,1,100000,1048576,0.028716,12485
pqs,2,100000,1048576,0.015242,14383
pqs,3,100000,1048576,0.010806,8453
pqs,4,100000,1048576,0.008906,14410
pqs,5,100000,1048576,0.007629,18408
pqs,6,100000,1048576,0.006899,19143
pqs,7,100000,1048576,0.007381,23800
pqs,8,100000,1048576,0.006747,32504
pqs,9,100000,1048576,0.006021,26059
pqs,10,100000,1048576,0.006209,33933
pqs,11,100000,1048576,0.006152,37115
pqs,12,100000,1048576,0.006276,42056
pms,1,100000,1048576,0.030720,16576
pms,2,100000,1048576,0.015537,20100
pms,3,100000,1048576,0.011092,17705
pms,4,100000,1048576,0.009064,21788
pms,5,100000,1048576,0.007512,29709
pms,6,100000,1048576,0.006731,27990
pms,7,100000,1048576,0.006966,31051
pms,8,100000,1048576,0.005363,36179
pms,9,100000,1048576,0.006507,34313
pms,10,100000,1048576,0.005180,40802
pms,11,100000,1048576,0.005792,42314
pms,12,100000,1048576,0.006370,43181
pms,1,100000,1048576,0.030785,17055
pms,2,100000,1048576,0.015524,16096
pms,3,100000,1048576,0.011111,17890
pms,4,100000,1048576,0.009083,27641
pms,5,100000,1048576,0.007588,26582
pms,6,100000,1048576,0.006699,33960
pms,7,100000,1048576,0.006076,42385
pms,8,100000,1048576,0.005363,42636
pms,9,100000,1048576,0.005234,47534
pms,10,100000,1048576,0.004529,44060
pms,11,100000,1048576,0.005724,49227
pms,12,100000,1048576,0.008488,51767
pms,1,100000,1048576,0.030755,15114
pms,2,100000,1048576,0.015616,7803
pms,3,100000,1048576,0.010968,7155
pms,4,100000,1048576,0.008930,15385
pms,5,100000,1048576,0.007355,24816
pms,6,100000,1048576,0.006665,30178
pms,7,100000,1048576,0.005866,40356
pms,8,100000,1048576,0.005362,33690
pms,9,100000,1048576,0.005471,47445
pms,10,100000,1048576,0.005622,52562
pms,11,100000,1048576,0.005950,45892
pms,12,100000,1048576,0.006899,46991
pcs,1,100000,1048576,1.501902,1769283
pcs,2,100000,1048576,3.451060,21782959
pcs,3,100000,1048576,4.023345,23303238
pcs,4,100000,1048576,5.293428,43921729
pcs,5,100000,1048576,6.203515,57869313
pcs,6,100000,1048576,7.311241,79263208
pcs,7,100000,1048576,9.384395,103633837
pcs,8,100000,1048576,10.235669,129361261
pcs,9,100000,1048576,10.915130,160789873
pcs,10,100000,1048576,11.261339,181020120
pcs,11,100000,1048576,11.871355,200423646
pcs,12,100000,1048576,13.373874,245827765
pcs,1,100000,1048576,1.496914,1766292
pcs,2,100000,1048576,2.626209,1728160
pcs,3,100000,1048576,3.807498,21328762
pcs,4,100000,1048576,5.227726,44804611
pcs,5,100000,1048576,6.236171,58355676
pcs,6,100000,1048576,7.916480,78424212
pcs,7,100000,1048576,9.403743,102307070
pcs,8,100000,1048576,10.268469,130036137
pcs,9,100000,1048576,10.161693,142434164
pcs,10,100000,1048576,11.894291,186815001
pcs,11,100000,1048576,12.899708,227430336
pcs,12,100000,1048576,13.218293,244943271
pcs,1,100000,1048576,1.426080,1779083
pcs,2,100000,1048576,3.402904,21905365
pcs,3,100000,1048576,3.798593,23949761
pcs,4,100000,1048576,5.406478,52146633
pcs,5,100000,1048576,5.916265,51084004
pcs,6,100000,1048576,7.670888,72277222
pcs,7,100000,1048576,9.356976,103733602
pcs,8,100000,1048576,10.249223,123476981
pcs,9,100000,1048576,10.313956,158959637
pcs,10,100000,1048576,11.796306,188268566
pcs,11,100000,1048576,13.591734,242306201
pcs,12,100000,1048576,13.459210,252399232
prs,1,100000,1048576,0.058975,19576
prs,2,100000,1048576,0.034101,78796
prs,3,100000,1048576,0.024341,32652
prs,4,100000,1048576,0.019092,14968
prs,5,100000,1048576,0.017603,82795
prs,6,100000,1048576,0.015700,68007
prs,7,100000,1048576,0.014160,59707
prs,8,100000,1048576,0.014182,80195
prs,9,100000,1048576,0.013216,34849
prs,10,100000,1048576,0.013566,34925
prs,11,100000,1048576,0.016152,56566
prs,12,100000,1048576,0.016305,94185
prs,1,100000,1048576,0.058122,3829
prs,2,100000,1048576,0.032135,29587
prs,3,100000,1048576,0.023695,16186
prs,4,100000,1048576,0.020507,89268
prs,5,100000,1048576,0.017370,16544
prs,6,100000,1048576,0.014880,37320
prs,7,100000,1048576,0.013706,26622
prs,8,100000,1048576,0.013674,54638
prs,9,100000,1048576,0.013321,70589
prs,10,100000,1048576,0.012934,99970
prs,11,100000,1048576,0.013569,123371
prs,12,100000,1048576,0.014310,127997
prs,1,100000,1048576,0.059916,7402
prs,2,100000,1048576,0.032108,9056
prs,3,100000,1048576,0.023693,22893
prs,4,100000,1048576,0.019098,16716
prs,5,100000,1048576,0.017815,75019
prs,6,100000,1048576,0.016634,96151
prs,7,100000,1048576,0.013748,24858
prs,8,100000,1048576,0.013121,31209
prs,9,100000,1048576,0.013142,88963
prs,10,100000,1048576,0.012533,29269
prs,11,100000,1048576,0.012425,37499
prs,12,100000,1048576,0.012592,117055
pqs,1,1000000,256,0.146204,68451
pqs,2,1000000,256,0.081197,26880
pqs,3,1000000,256,0.062902,65042
pqs,4,1000000,256,0.052793,67600
pqs,5,1000000,256,0.048258,66402
pqs,6,1000000,256,0.045404,48983
pqs,7,1000000,256,0.044511,71005
pqs,8,1000000,256,0.041026,73926
pqs,9,1000000,256,0.040782,74824
pqs,10,1000000,256,0.039891,90177
pqs,11,1000000,256,0.039030,89843
pqs,12,1000000,256,0.037681,79051
pqs,1,1000000,256,0.146934,44128
pqs,2,1000000,256,0.081168,27123
pqs,3,1000000,256,0.062902,60547
pqs,4,1000000,256,0.052759,66746
pqs,5,1000000,256,0.048402,84448
pqs,6,1000000,256,0.045237,66035
pqs,7,1000000,256,0.043407,68194
pqs,8,1000000,256,0.041256,71071
pqs,9,1000000,256,0.040192,77643
pqs,10,1000000,256,0.039954,77427
pqs,11,1000000,256,0.038592,70795
pqs,12,1000000,256,0.038848,88637
pqs,1,1000000,256,0.147265,50781
pqs,2,1000000,256,0.081347,25730
pqs,3,1000000,256,0.063183,57219
pqs,4,1000000,256,0.052928,66831
pqs,5,1000000,256,0.048718,47037
pqs,6,1000000,256,0.045532,96106
pqs,7,1000000,256,0.042954,72775
pqs,8,1000000,256,0.041021,79808
pqs,9,1000000,256,0.040107,74884
pqs,10,1000000,256,0.039699,82564
pqs,11,1000000,256,0.039779,88531
pqs,12,1000000,256,0.038775,99411
pms,1,1000000,256,0.284985,116334
pms,2,1000000,256,0.143516,161416
pms,3,1000000,256,0.096594,174679
pms,4,1000000,256,0.073269,194612
pms,5,1000000,256,0.059112,194230
pms,6,1000000,256,0.049960,183553
pms,7,1000000,256,0.043123,194933
pms,8,1000000,256,0.038498,201928
pms,9,1000000,256,0.034967,221781
pms,10,1000000,256,0.031690,217169
pms,11,1000000,256,0.028385,228409
pms,12,1000000,256,0.019221,245786
pms,1,1000000,256,0.285392,112314
pms,2,1000000,256,0.144020,162930
pms,3,1000000,256,0.096269,108729
pms,4,1000000,256,0.073030,195615
pms,5,1000000,256,0.058875,159970
pms,6,1000000,256,0.049912,181164
pms,7,1000000,256,0.043327,210665
pms,8,1000000,256,0.038222,200897
pms,9,1000000,256,0.034400,228638
pms,10,1000000,256,0.031400,236989
pms,11,1000000,256,0.029315,255897
pms,12,1000000,256,0.030378,241146
pms,1,1000000,256,0.288202,113089
pms,2,1000000,256,0.143524,159836
pms,3,1000000,256,0.096566,154678
pms,4,1000000,256,0.073167,181086
pms,5,1000000,256,0.059198,187371
pms,6,1000000,256,0.049885,180748
pms,7,1000000,256,0.043086,188733
pms,8,1000000,256,0.038227,217898
pms,9,1000000,256,0.033786,215418
pms,10,1000000,256,0.032946,224213
pms,11,1000000,256,0.033917,229566
pms,12,1000000,256,0.026467,220797
pcs,1,1000000,256,0.021616,98400
pcs,2,1000000,256,0.050177,1703283
pcs,3,1000000,256,0.037782,1443334
pcs,4,1000000,256,0.039165,1903475
pcs,5,1000000,256,0.031219,1087376
pcs,6,1000000,256,0.033462,1669405
pcs,7,1000000,256,0.027056,820674
pcs,8,1000000,256,0.033282,1669541
pcs,9,1000000,256,0.030890,1856831
pcs,10,1000000,256,0.028840,1712771
pcs,11,1000000,256,0.029662,1727038
pcs,12,1000000,256,0.029496,1640524
pcs,1,1000000,256,0.021722,112792
pcs,2,1000000,256,0.050740,1767082
pcs,3,1000000,256,0.038021,1463005
pcs,4,1000000,256,0.034460,1227765
pcs,5,1000000,256,0.023076,125013
pcs,6,1000000,256,0.031486,1397426
pcs,7,1000000,256,0.025968,739042
pcs,8,1000000,256,0.028792,1330346
pcs,9,1000000,256,0.030850,1852311
pcs,10,1000000,256,0.030600,1893929
pcs,11,1000000,256,0.028991,1885740
pcs,12,1000000,256,0.029097,1711905
pcs,1,1000000,256,0.021729,101457
pcs,2,1000000,256,0.049500,1717849
pcs,3,1000000,256,0.038211,1421475
pcs,4,1000000,256,0.032056,1142750
pcs,5,1000000,256,0.034997,1598832
pcs,6,1000000,256,0.032307,1508576
pcs,7,1000000,256,0.031992,1544921
pcs,8,1000000,256,0.032132,1854913
pcs,9,1000000,256,0.030928,1934480
pcs,10,1000000,256,0.027134,1332753
pcs,11,1000000,256,0.030095,1890776
pcs,12,1000000,256,0.029958,1766184
prs,1,1000000,256,0.169588,43787
prs,2,1000000,256,0.127698,81685
prs,3,1000000,256,0.118929,61838
prs,4,1000000,256,0.109931,76073
prs,5,1000000,256,0.108387,68472
prs,6,1000000,256,0.106146,60968
prs,7,1000000,256,0.106120,64137
prs,8,1000000,256,0.103330,74021
prs,9,1000000,256,0.103853,79274
prs,10,1000000,256,0.103048,71203
prs,11,1000000,256,0.103048,82797
prs,12,1000000,256,0.102908,80770
prs,1,1000000,256,0.169284,48110
prs,2,1000000,256,0.127424,82562
prs,3,1000000,256,0.118819,64417
prs,4,1000000,256,0.109678,55736
prs,5,1000000,256,0.108455,61844
prs,6,1000000,256,0.106567,74554
prs,7,1000000,256,0.106650,87178
prs,8,1000000,256,0.103334,74024
prs,9,1000000,256,0.103107,86696
prs,10,1000000,256,0.102563,87911
prs,11,1000000,256,0.102369,81582
prs,12,1000000,256,0.101762,84348
prs,1,1000000,256,0.169229,52854
prs,2,1000000,256,0.127294,25676
prs,3,1000000,256,0.118731,59900
prs,4,1000000,256,0.109842,70812
prs,5,1000000,256,0.108527,70257
prs,6,1000000,256,0.106928,61238
prs,7,1000000,256,0.106224,82398
prs,8,1000000,256,0.103165,65645
prs,9,1000000,256,0.103003,77115
prs,10,1000000,256,0.102987,72184
prs,11,1000000,256,0.102535,71369
prs,12,1000000,256,0.102138,82141
pqs,1,1000000,2046,0.247948,52277
pqs,2,1000000,2046,0.129632,30454
pqs,3,1000000,2046,0.092122,64724
pqs,4,1000000,2046,0.073868,58411
pqs,5,1000000,2046,0.063853,69835
pqs,6,1000000,2046,0.056596,70919
pqs,7,1000000,2046,0.052487,76815
pqs,8,1000000,2046,0.049987,76230
pqs,9,1000000,2046,0.048488,126247
pqs,10,1000000,2046,0.048575,128020
pqs,11,1000000,2046,0.047446,133570
pqs,12,1000000,2046,0.046545,149501
pqs,1,1000000,2046,0.248014,48772
pqs,2,1000000,2046,0.129473,33449
pqs,3,1000000,2046,0.092130,67388
pqs,4,1000000,2046,0.073837,74521
pqs,5,1000000,2046,0.062882,75320
pqs,6,1000000,2046,0.056370,74857
pqs,7,1000000,2046,0.052449,83182
pqs,8,1000000,2046,0.049833,95244
pqs,9,1000000,2046,0.048128,101682
pqs,10,1000000,2046,0.046668,110323
pqs,11,1000000,2046,0.045766,135948
pqs,12,1000000,2046,0.046639,127012
pqs,1,1000000,2046,0.247285,51820
pqs,2,1000000,2046,0.130089,85134
pqs,3,1000000,2046,0.092318,63649
pqs,4,1000000,2046,0.073841,61457
pqs,5,1000000,2046,0.063194,81289
pqs,6,1000000,2046,0.056500,79444
pqs,7,1000000,2046,0.052499,74571
pqs,8,1000000,2046,0.049566,91365
pqs,9,1000000,2046,0.048114,108315
pqs,10,1000000,2046,0.047430,114398
pqs,11,1000000,2046,0.046607,116930
pqs,12,1000000,2046,0.047147,152194
pms,1,1000000,2046,0.318029,113013
pms,2,1000000,2046,0.158480,112395
pms,3,1000000,2046,0.106311,143428
pms,4,1000000,2046,0.080572,163982
pms,5,1000000,2046,0.065057,148162
pms,6,1000000,2046,0.054914,183801
pms,7,1000000,2046,0.047000,170219
pms,8,1000000,2046,0.041867,175526
pms,9,1000000,2046,0.037378,185309
pms,10,1000000,2046,0.034353,209302
pms,11,1000000,2046,0.032699,185629
pms,12,1000000,2046,0.030137,211043
pms,1,1000000,2046,0.318071,105077
pms,2,1000000,2046,0.158488,148525
pms,3,1000000,2046,0.106654,131962
pms,4,1000000,2046,0.080472,123088
pms,5,1000000,2046,0.064955,140367
pms,6,1000000,2046,0.054587,166359
pms,7,1000000,2046,0.047259,202531
pms,8,1000000,2046,0.041672,175976
pms,9,1000000,2046,0.037791,177547
pms,10,1000000,2046,0.034079,201302
pms,11,1000000,2046,0.033883,209817
pms,12,1000000,2046,0.029936,201666
pms,1,1000000,2046,0.318066,110844
pms,2,1000000,2046,0.158540,109048
pms,3,1000000,2046,0.106461,140380
pms,4,1000000,2046,0.080338,143188
pms,5,1000000,2046,0.065018,146515
pms,6,1000000,2046,0.054977,169825
pms,7,1000000,2046,0.047832,168697
pms,8,1000000,2046,0.042177,188747
pms,9,1000000,2046,0.038186,195897
pms,10,1000000,2046,0.034352,191796
pms,11,1000000,2046,0.042552,212909
pms,12,1000000,2046,0.029541,203800
pcs,1,1000000,2046,0.029250,111370
pcs,2,1000000,2046,0.047607,1165127
pcs,3,1000000,2046,0.034062,902131
pcs,4,1000000,2046,0.034458,992160
pcs,5,1000000,2046,0.032080,879751
pcs,6,1000000,2046,0.032907,1092277
pcs,7,1000000,2046,0.035372,974416
pcs,8,1000000,2046,0.034363,986930
pcs,9,1000000,2046,0.035505,1152263
pcs,10,1000000,2046,0.036036,1372923
pcs,11,1000000,2046,0.039316,1481856
pcs,12,1000000,2046,0.045640,1272187
pcs,1,1000000,2046,0.029006,126302
pcs,2,1000000,2046,0.048530,1237413
pcs,3,1000000,2046,0.034237,948714
pcs,4,1000000,2046,0.029958,797522
pcs,5,1000000,2046,0.034548,1192373
pcs,6,1000000,2046,0.033440,1018268
pcs,7,1000000,2046,0.031172,874427
pcs,8,1000000,2046,0.032657,1031809
pcs,9,1000000,2046,0.033262,1071334
pcs,10,1000000,2046,0.037374,1399994
pcs,11,1000000,2046,0.038061,1411365
pcs,12,1000000,2046,0.046199,1370942
pcs,1,1000000,2046,0.028710,112504
pcs,2,1000000,2046,0.047971,1164505
pcs,3,1000000,2046,0.034836,916142
pcs,4,1000000,2046,0.030276,858920
pcs,5,1000000,2046,0.032656,755111
pcs,6,1000000,2046,0.033141,1142992
pcs,7,1000000,2046,0.033465,1160446
pcs,8,1000000,2046,0.033006,914439
pcs,9,1000000,2046,0.036921,1221530
pcs,10,1000000,2046,0.031359,896071
pcs,11,1000000,2046,0.038274,1424891
pcs,12,1000000,2046,0.037269,1248880
prs,1,1000000,2046,0.195108,57206
prs,2,1000000,2046,0.135557,80117
prs,3,1000000,2046,0.120788,57476
prs,4,1000000,2046,0.109448,71723
prs,5,1000000,2046,0.106155,73528
prs,6,1000000,2046,0.103216,60533
prs,7,1000000,2046,0.101833,67567
prs,8,1000000,2046,0.098283,66219
